"CNTY","CHILD_DEATH_YR","UNDERLYING_COD","CNT_BY_UNDERLYING_COD","CNTY_YR_DEATH_TOTAL","PCT_CNTY_YR_TOTAL","CHILD_DEATH_CNTY_POP","CNTY_YR_DEATH_TOTAL_PER_10000_CNTY_RES"
MARION,2015,Neonatal cerebral ischemia,1,65,1.538400,938058,0.690000
MARION,2015,Other reduction deformities of brain,1,65,1.538400,938058,0.690000
MARION,2015,Gastroesophageal reflux disease without esophagitis,1,65,1.538400,938058,0.690000
MARION,2015,"Hepatic failure, unspecified",1,65,1.538400,938058,0.690000
MARION,2015,Respiratory failure of newborn,1,65,1.538400,938058,0.690000
MARION,2015,"Congenital malformation of face and neck, unspecified",1,65,1.538400,938058,0.690000
MARION,2015,Diaphragmatic hernia without obstruction or gangrene,1,65,1.538400,938058,0.690000
MARION,2015,"Bronchitis, not specified as acute or chronic",1,65,1.538400,938058,0.690000
MARION,2015,Other preterm infants,1,65,1.538400,938058,0.690000
MARION,2015,Hypoplasia and dysplasia of lung,1,65,1.538400,938058,0.690000
MARION,2015,Thanatophoric short stature,1,65,1.538400,938058,0.690000
MARION,2015,"Coagulation defect, unspecified",1,65,1.538400,938058,0.690000
MARION,2015,"Congenital malformation of the heart, unspecified",1,65,1.538400,938058,0.690000
MARION,2015,"Pneumonia, unspecified",1,65,1.538400,938058,0.690000
MARION,2015,Newborn affected by maternal use of tobacco,1,65,1.538400,938058,0.690000
MARION,2015,Sudden infant death syndrome,1,65,1.538400,938058,0.690000
MARION,2015,,1,65,1.538400,938058,0.690000
MARION,2015,Other specified disorders of brain,1,65,1.538400,938058,0.690000
MARION,2015,Necrotizing enterocolitis of newborn,1,65,1.538400,938058,0.690000
MARION,2015,"Sepsis of newborn due to streptococcus, group B",1,65,1.538400,938058,0.690000
MARION,2015,"Anoxic brain damage, not elsewhere classified",1,65,1.538400,938058,0.690000
MARION,2015,Pneumonitis due to food and vomit,1,65,1.538400,938058,0.690000
MARION,2015,Gastroenteritis and colitis of unspecified origin,1,65,1.538400,938058,0.690000
MARION,2015,Hypoplastic left heart syndrome,1,65,1.538400,938058,0.690000
MARION,2015,Disseminated intravascular coagulation of newborn,1,65,1.538400,938058,0.690000
MARION,2015,Exomphalos,1,65,1.538400,938058,0.690000
MARION,2015,Adult respiratory distress syndrome,1,65,1.538400,938058,0.690000
MARION,2015,"Bronchopneumonia, unspecified",1,65,1.538400,938058,0.690000
MARION,2015,Other viral infections of unspecified site,1,65,1.538400,938058,0.690000
MARION,2015,Sepsis of newborn due to Escherichia coli,1,65,1.538400,938058,0.690000
MARION,2015,"Congenital malformation of brain, unspecified",1,65,1.538400,938058,0.690000
MARION,2016,Accidental suffocation and strangulation in bed,9,59,15.254200,941229,0.620000
MARION,2016,Extreme immaturity,3,59,5.084700,941229,0.620000
MARION,2016,"Bacterial sepsis of newborn, unspecified",3,59,5.084700,941229,0.620000
MARION,2016,Hypoplastic left heart syndrome,2,59,3.389800,941229,0.620000
MARION,2016,Primary atelectasis of newborn,2,59,3.389800,941229,0.620000
MARION,2016,Sudden infant death syndrome,2,59,3.389800,941229,0.620000
MARION,2016,"Multiple congenital malformations, not elsewhere classified",2,59,3.389800,941229,0.620000
MARION,2016,"Pneumonia, unspecified",2,59,3.389800,941229,0.620000
MARION,2016,Other bacterial sepsis of newborn,2,59,3.389800,941229,0.620000
MARION,2016,Hypoxic ischemic encephalopathy of newborn,2,59,3.389800,941229,0.620000
MARION,2016,Hypoplasia and dysplasia of lung,2,59,3.389800,941229,0.620000
MARION,2016,Other specified degenerative diseases of nervous system,1,59,1.694900,941229,0.620000
MARION,2016,"Congenital malformation of brain, unspecified",1,59,1.694900,941229,0.620000
MARION,2016,Other specified disorders of kidney and ureter,1,59,1.694900,941229,0.620000
MARION,2016,"Cytomegaloviral disease, unspecified",1,59,1.694900,941229,0.620000
MARION,2016,Adult respiratory distress syndrome,1,59,1.694900,941229,0.620000
MARION,2016,"Bronchopneumonia, unspecified",1,59,1.694900,941229,0.620000
MARION,2016,"Congenital malformation of the heart, unspecified",1,59,1.694900,941229,0.620000
MARION,2016,Unspecified threat to breathing,1,59,1.694900,941229,0.620000
MARION,2016,"Agenesis, aplasia, and hypoplasia of pancreas",1,59,1.694900,941229,0.620000
MARION,2016,Congenital cerebral cysts,1,59,1.694900,941229,0.620000
MARION,2016,"Patau's syndrome, unspecified",1,59,1.694900,941229,0.620000
MARION,2016,Hydrops fetalis not due to hemolytic disease,1,59,1.694900,941229,0.620000
MARION,2016,Newborn affected by premature rupture of membranes,1,59,1.694900,941229,0.620000
MARION,2016,"Other maltreatment syndromes, by parent",1,59,1.694900,941229,0.620000
MARION,2016,Bronchopulmonary dysplasia originating in the perinatal period,1,59,1.694900,941229,0.620000
MARION,2016,Congenital pneumonia due to viral agent,1,59,1.694900,941229,0.620000
MARION,2016,Other disorders of lung,1,59,1.694900,941229,0.620000
MARION,2016,"Birth asphyxia, unspecified",1,59,1.694900,941229,0.620000
MARION,2016,Necrotizing enterocolitis of newborn,1,59,1.694900,941229,0.620000
MARION,2016,"Congenital malformation, unspecified",1,59,1.694900,941229,0.620000
MARION,2016,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,59,1.694900,941229,0.620000
MARION,2016,Assault (homicide) by unspecified means,1,59,1.694900,941229,0.620000
MARION,2016,Other specified conditions originating in the perinatal period,1,59,1.694900,941229,0.620000
MARION,2016,Other preterm infants,1,59,1.694900,941229,0.620000
MARION,2016,"Hanging, strangulation, and suffocation, undetermined intent",1,59,1.694900,941229,0.620000
MARION,2016,Exstrophy of urinary bladder,1,59,1.694900,941229,0.620000
MARION,2016,Triploidy and polyploidy,1,59,1.694900,941229,0.620000
MARION,2016,Pneumothorax originating in the perinatal period,1,59,1.694900,941229,0.620000
MARION,2017,Accidental suffocation and strangulation in bed,10,58,17.241300,941229,0.610000
MARION,2017,"Congenital malformation of the heart, unspecified",4,58,6.896500,941229,0.610000
MARION,2017,Sudden infant death syndrome,3,58,5.172400,941229,0.610000
MARION,2017,Anencephaly,3,58,5.172400,941229,0.610000
MARION,2017,Hypoxic ischemic encephalopathy of newborn,2,58,3.448200,941229,0.610000
MARION,2017,,2,58,3.448200,941229,0.610000
MARION,2017,Extreme immaturity,2,58,3.448200,941229,0.610000
MARION,2017,"Edwards' syndrome, unspecified",1,58,1.724100,941229,0.610000
MARION,2017,"Respiratory condition of newborn, unspecified",1,58,1.724100,941229,0.610000
MARION,2017,Failure of sterile precautions during other surgical and medical care,1,58,1.724100,941229,0.610000
MARION,2017,Sepsis of newborn due to other and unspecified streptococci,1,58,1.724100,941229,0.610000
MARION,2017,"Hanging, strangulation, and suffocation, undetermined intent",1,58,1.724100,941229,0.610000
MARION,2017,Neonatal cardiac failure,1,58,1.724100,941229,0.610000
MARION,2017,"Hepatic failure, unspecified",1,58,1.724100,941229,0.610000
MARION,2017,Other secondary pulmonary hypertension,1,58,1.724100,941229,0.610000
MARION,2017,Hypoplastic right heart syndrome,1,58,1.724100,941229,0.610000
MARION,2017,Necrotizing enterocolitis of newborn,1,58,1.724100,941229,0.610000
MARION,2017,Congenital diaphragmatic hernia,1,58,1.724100,941229,0.610000
MARION,2017,Pneumomediastinum originating in the perinatal period,1,58,1.724100,941229,0.610000
MARION,2017,"Metabolic disorder, unspecified",1,58,1.724100,941229,0.610000
MARION,2017,Neonatal hypertension,1,58,1.724100,941229,0.610000
MARION,2017,Congenital malformation syndromes predominantly affecting facial appearance,1,58,1.724100,941229,0.610000
MARION,2017,Unspecified protein-energy malnutrition,1,58,1.724100,941229,0.610000
MARION,2017,"Other specified congenital malformation syndromes, not elsewhere classified",1,58,1.724100,941229,0.610000
MARION,2017,Other bacterial sepsis of newborn,1,58,1.724100,941229,0.610000
MARION,2017,"Down's syndrome, unspecified",1,58,1.724100,941229,0.610000
MARION,2017,Gastroschisis,1,58,1.724100,941229,0.610000
MARION,2017,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,58,1.724100,941229,0.610000
MARION,2017,Other specified congenital malformations,1,58,1.724100,941229,0.610000
MARION,2017,Hypoplasia and dysplasia of lung,1,58,1.724100,941229,0.610000
MARION,2017,Other specified cerebrovascular diseases,1,58,1.724100,941229,0.610000
MARION,2017,Unspecified chronic respiratory disease originating in the perinatal period,1,58,1.724100,941229,0.610000
MARION,2017,Other deletions of part of a chromosome,1,58,1.724100,941229,0.610000
MARION,2017,"Assault (homicide) by hanging, strangulation, and suffocation",1,58,1.724100,941229,0.610000
MARION,2017,Exposure to uncontrolled fire in building or structure,1,58,1.724100,941229,0.610000
MARION,2017,Exposure to unspecified factor causing other and unspecified injury,1,58,1.724100,941229,0.610000
MARION,2017,"Intracerebral hemorrhage, intraventricular",1,58,1.724100,941229,0.610000
MARION,2017,Myotonic disorders,1,58,1.724100,941229,0.610000
MARION,2017,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",1,58,1.724100,941229,0.610000
MARION,2018,Accidental suffocation and strangulation in bed,6,61,9.836000,941229,0.640000
MARION,2018,Sudden infant death syndrome,5,61,8.196700,941229,0.640000
MARION,2018,"Edwards' syndrome, unspecified",4,61,6.557300,941229,0.640000
MARION,2018,Necrotizing enterocolitis of newborn,3,61,4.918000,941229,0.640000
MARION,2018,"Congenital malformation of the heart, unspecified",3,61,4.918000,941229,0.640000
MARION,2018,Extreme immaturity,3,61,4.918000,941229,0.640000
MARION,2018,Other ill-defined and unspecified causes of mortality,2,61,3.278600,941229,0.640000
MARION,2018,Other preterm infants,2,61,3.278600,941229,0.640000
MARION,2018,Primary atelectasis of newborn,2,61,3.278600,941229,0.640000
MARION,2018,Other specified threats to breathing,1,61,1.639300,941229,0.640000
MARION,2018,"Heart disease, unspecified",1,61,1.639300,941229,0.640000
MARION,2018,"Malignant neoplasm of brain, unspecified",1,61,1.639300,941229,0.640000
MARION,2018,"Viral meningitis, unspecified",1,61,1.639300,941229,0.640000
MARION,2018,"Bacterial sepsis of newborn, unspecified",1,61,1.639300,941229,0.640000
MARION,2018,"Congenital hydrocephalus, unspecified",1,61,1.639300,941229,0.640000
MARION,2018,"Encephalocele, unspecified",1,61,1.639300,941229,0.640000
MARION,2018,"Down's syndrome, unspecified",1,61,1.639300,941229,0.640000
MARION,2018,"Chronic ulcer of skin, not elsewhere classified",1,61,1.639300,941229,0.640000
MARION,2018,"Mental and behavioral disorders due to use of alcohol, dependence syndrome",1,61,1.639300,941229,0.640000
MARION,2018,Sepsis of newborn due to Escherichia coli,1,61,1.639300,941229,0.640000
MARION,2018,Common arterial trunk,1,61,1.639300,941229,0.640000
MARION,2018,Disseminated intravascular coagulation of newborn,1,61,1.639300,941229,0.640000
MARION,2018,Disorders of fatty-acid metabolism,1,61,1.639300,941229,0.640000
MARION,2018,"Anoxic brain damage, not elsewhere classified",1,61,1.639300,941229,0.640000
MARION,2018,Nonpyogenic meningitis,1,61,1.639300,941229,0.640000
MARION,2018,Hypoplasia and dysplasia of lung,1,61,1.639300,941229,0.640000
MARION,2018,Bronchopulmonary dysplasia originating in the perinatal period,1,61,1.639300,941229,0.640000
MARION,2018,Hypoplastic left heart syndrome,1,61,1.639300,941229,0.640000
MARION,2018,"Multiple congenital malformations, not elsewhere classified",1,61,1.639300,941229,0.640000
MARION,2018,Unspecified threat to breathing,1,61,1.639300,941229,0.640000
MARION,2018,"Spinal muscular atrophy, unspecified",1,61,1.639300,941229,0.640000
MARION,2018,Congenital laryngomalacia,1,61,1.639300,941229,0.640000
MARION,2018,Congenital diaphragmatic hernia,1,61,1.639300,941229,0.640000
MARION,2018,Disseminated intravascular coagulation [defibrination syndrome],1,61,1.639300,941229,0.640000
MARION,2018,"Sepsis of newborn due to streptococcus, group B",1,61,1.639300,941229,0.640000
MARION,2018,Newborn affected by premature rupture of membranes,1,61,1.639300,941229,0.640000
MARION,2018,Tetralogy of Fallot,1,61,1.639300,941229,0.640000
MARION,2018,"Pneumonia, unspecified",1,61,1.639300,941229,0.640000
MARION,2018,Unspecified chronic respiratory disease originating in the perinatal period,1,61,1.639300,941229,0.640000
MARION,2018,Short rib syndrome,1,61,1.639300,941229,0.640000
MARSHALL,2011,Accidental suffocation and strangulation in bed,1,3,33.333300,46951,0.630000
MARSHALL,2011,"Other congenital anemias, not elsewhere classified",1,3,33.333300,46951,0.630000
MARSHALL,2011,Neonatal cardiac failure,1,3,33.333300,46951,0.630000
MARSHALL,2015,Sudden infant death syndrome,2,6,33.333300,46756,1.280000
MARSHALL,2015,Extreme immaturity,1,6,16.666600,46756,1.280000
MARSHALL,2015,"Neonatal hemorrhage, unspecified",1,6,16.666600,46756,1.280000
MARSHALL,2015,Cardiomegaly,1,6,16.666600,46756,1.280000
MARSHALL,2015,Unspecified threat to breathing,1,6,16.666600,46756,1.280000
MARSHALL,2016,Hypoxic ischemic encephalopathy of newborn,1,3,33.333300,46556,0.640000
MARSHALL,2016,Sudden infant death syndrome,1,3,33.333300,46556,0.640000
MARSHALL,2016,"Slow fetal growth, unspecified",1,3,33.333300,46556,0.640000
MARSHALL,2017,Neonatal cardiac failure,1,2,50.000000,46556,0.420000
MARSHALL,2017,"Congenital malformation of the heart, unspecified",1,2,50.000000,46556,0.420000
MARSHALL,2018,Persistent fetal circulation,1,2,50.000000,46556,0.420000
MARSHALL,2018,Extremely low birthweight,1,2,50.000000,46556,0.420000
MARTIN,2010,Sudden infant death syndrome,1,1,100.000000,10334,0.960000
MARTIN,2013,"Congenital malformation of lung, unspecified",1,2,50.000000,10216,1.950000
MARTIN,2013,Respiratory failure of newborn,1,2,50.000000,10216,1.950000
MIAMI,2010,Hypoplastic left heart syndrome,1,1,100.000000,36903,0.270000
MIAMI,2011,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,3,33.333300,36590,0.810000
MIAMI,2011,"Other specified congenital malformation syndromes, not elsewhere classified",1,3,33.333300,36590,0.810000
MIAMI,2011,Hypoplastic left heart syndrome,1,3,33.333300,36590,0.810000
MIAMI,2012,Hydrops fetalis not due to hemolytic disease,1,3,33.333300,36504,0.820000
MIAMI,2012,Accidental suffocation and strangulation in bed,1,3,33.333300,36504,0.820000
MIAMI,2012,Sudden infant death syndrome,1,3,33.333300,36504,0.820000
MIAMI,2014,Sudden infant death syndrome,1,3,33.333300,36031,0.830000
MIAMI,2014,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,3,33.333300,36031,0.830000
MIAMI,2014,Unspecified threat to breathing,1,3,33.333300,36031,0.830000
MIAMI,2015,Sudden infant death syndrome,1,3,33.333300,35902,0.830000
MIAMI,2015,Assault (homicide) by unspecified means,1,3,33.333300,35902,0.830000
MIAMI,2015,"Bacterial sepsis of newborn, unspecified",1,3,33.333300,35902,0.830000
MIAMI,2016,Pneumonia due to Hemophilus influenzae,1,2,50.000000,35883,0.550000
MIAMI,2016,Sudden infant death syndrome,1,2,50.000000,35883,0.550000
MIAMI,2017,Accidental suffocation and strangulation in bed,1,1,100.000000,35883,0.270000
MIAMI,2018,Neoplasm of uncertain behavior uterus,1,1,100.000000,35883,0.270000
MONROE,2010,Hypoplasia and dysplasia of lung,1,3,33.333300,137974,0.210000
MONROE,2010,"Edwards' syndrome, unspecified",1,3,33.333300,137974,0.210000
MONROE,2010,Respiratory distress syndrome of newborn,1,3,33.333300,137974,0.210000
MONROE,2011,"Congenital malformation of the heart, unspecified",1,4,25.000000,140196,0.280000
MONROE,2011,Sudden infant death syndrome,1,4,25.000000,140196,0.280000
MONROE,2011,Congenital diaphragmatic hernia,1,4,25.000000,140196,0.280000
MONROE,2011,"Malignant neoplasm of kidney, except renal pelvis",1,4,25.000000,140196,0.280000
MONROE,2012,Sudden infant death syndrome,1,2,50.000000,141311,0.140000
MONROE,2012,Hydrops fetalis not due to hemolytic disease,1,2,50.000000,141311,0.140000
MONROE,2013,Accidental suffocation and strangulation in bed,2,6,33.333300,141934,0.420000
MONROE,2013,"Bacterial sepsis of newborn, unspecified",1,6,16.666600,141934,0.420000
MONROE,2013,"Assault (homicide) by drugs, medicaments, and biological substances",1,6,16.666600,141934,0.420000
MONROE,2013,Sudden infant death syndrome,1,6,16.666600,141934,0.420000
MONROE,2013,Osteogenesis imperfecta,1,6,16.666600,141934,0.420000
MONROE,2014,Other ill-defined and unspecified causes of mortality,2,4,50.000000,143462,0.270000
MONROE,2014,Anemia of prematurity,1,4,25.000000,143462,0.270000
MONROE,2014,Bronchopulmonary dysplasia originating in the perinatal period,1,4,25.000000,143462,0.270000
MONROE,2015,Congenital diaphragmatic hernia,1,5,20.000000,144257,0.340000
